,Name,Price,Brand,Rating,Seller Name,Number of Sales,Number of Reviews
580,"Lenovo IdeaPad Slim 3 14ABR8 | 82XL0038SB | 14"" FHD (1920x1080) IPS 300nits Anti-glare | Ryzen 7 7730U | Radeon Graphics | 16GB RAM | 512GB SSD | Win11 Home | 1Y Premium Care",869.0,Lenovo,4.33,Lenovo Authorised Store,24.0,3.0
581,Lenovo Thinkpad X230  / Core i5/ 8GB Ram/ 128GB SSD/ Windows 10/ Ms Office,239.0,Lenovo ThinkPad,4.53,UB18 Computers Pte Ltd,129.0,34.0
582,HP Laptop 14-ep0192TU | 140 FHD Antiglare IPS 250nits | Intel Core i5-1335U | 8GB DDR4 | 512GB SSD | Win11 Home | 1Y HP Warranty,799.0,HP,4.92,ATRiX Aurora Computer,43.0,11.0
584,"Lenovo Yoga Slim 7 14IMH9 | 83CV0031SB | 14"" FHD+ (1920x1200) OLED | Intel Core Ultra 7 155H | Intel Arc Graphics | 32GB RAM | 1TB SSD | Win11 Home | 2Y ADP+Premium Care",1799.0,Lenovo,5.0,ATRiX Aurora Computer,60.0,29.0
586,"ASUS Zenbook 14 UM3402YA-KP811W | 14"" WQXGA Anti-Glare 400nits | Ryzen 5 7430U | AMD Radeon Graphics | 16GB RAM | 1TB SSD | Win11 Home | 1 Year ASUS Warranty",1299.0,ASUS,5.0,ATRiX Aurora Computer,45.0,14.0
589,"Apple 14-inch MacBook Pro: Apple M3 chip with 8‑core CPU and 10‑core GPU, 512GB/1TB SSD",2063.9,Apple,4.83,Apple Flagship Store,123.0,36.0
592,"ASUS Vivobook 14 | A1405Z-ALY236WS | 140-inch, FHD+ (1920 x 1200) | Intel Core i5-12500H | Iris Xe | 16GB RAM | 512GB SSD | Win11 Home | 1Y ASUS Warranty",849.0,ASUS,4.9,ATRiX Aurora Computer,115.0,40.0
593,"ASUS Vivobook 15 | X1504ZA-BQ1318W | 156"" FHD Anti-Glare 250nits | Intel Core i7-1255U | Iris Xe | 16GB DDR4 | 512GB SSD | Win11 Home | 2 Years ASUS Warranty",1099.0,ASUS,4.98,ATRiX Aurora Computer,155.0,51.0
599,"[i7+24GB] Lenovo ThinkPad E14 Gen 4 Laptop|14""FHD|i7-1255U|Win11 Pro| 3Yrs Onsite| Brand New",1019.0,Lenovo ThinkPad,5.0,Ai PC,6.0,1.0
603,Hp EliteBook 840 G2 i5 5th Gen 8GB Ram 256GB SSD win11 pro with  ms office,219.0,Hewlett Packard,4.11,UB18 Computers Pte Ltd,26.0,9.0
606,"HP Laptop 15-fd1188TU | 156"" diagonal, FHD (1920 x 1080), IPS | Intel Core Ultra 5 125H | Intel Graphics | 16GB RAM | 512GB SSD | Win11 Home | 2Y Onsite warranty",1049.0,HP,4.97,ATRiX Aurora Computer,150.0,61.0
616,ASUS Zenbook 14 2024 Laptop/ASUS Lingyao 14 Laptop/ASUS Zenbook Laptop/ASUS Laptop Intel Core Ultra 7 155H/Ultra9 185H 32GB 2TB SSD 14 inch 28K 120Hz OLED Screen Notebook Computer/华硕灵耀14/华硕笔记本,1270.0,ASUS,5.0,Eliauk,25.0,6.0
621,2025 ASUS Zenbook 14 Laptop/ASUS Lingyao 14/Intel Core Ultra 9 285H 32GB RAM 1TB SSD Notebook/Intel® Arc™ Graphics/ASUS Laptop 14 inchs 28K 120Hz OLED Screen/华硕笔记本电脑,1840.0,ASUS,5.0,MOMO Technology,8.0,2.0
622,"ASUS Vivobook 14 | X1404VA-EB417W | 14"" FHD (1920x1080) Anti-Glare 250nits | Intel Core 5 Processor 120U | Intel Graphics | 16GB RAM | 512GB SSD | Win11 Home | 2 Years ASUS Warranty",999.0,ASUS,5.0,ATRiX Aurora Computer,92.0,28.0
623,2024 ASUS Zenbook 16 Air/ASUS Zenbook S16/ASUS Lingyao 16 Air Laptop/AMD Ryzen™ AI 9 HX 370/Ultra 7 258V 16inch 28K OLED ASUS Laptop/32+1TB/华硕灵耀16 Air,2245.0,ASUS,5.0,Violetech,13.0,6.0
624,Lenovo ThinkBook 16 2025 Laptop/Lenovo ThinkBook Laptop/Lenovo ThinkPad Laptop/Lenovo AI Laptop/Intel Graphics/Core 5 220H/Core 7 250H/16inch 25K 120Hz LCD Screen/100%sRGB/ThinkPad联想ThinkBook 16笔记本电脑,1498.0,Lenovo,5.0,KK Technology,6.0,1.0
628,"Same day delivery, LENOVO IdeaPad 3,156inch, Choose( i5-1135G7/i5-1035G1/i3-1115G4/ i3-1005G1/Ryzen 5 5500U/ Ryzen 5 4500U/Ryzen 5 3500U),8GB RAM 512GB SSD, Windows 11, Choose(Blue, Abbys Blue), 1 year warranty,Laptop bag, mouse new,Cosmetic Clearance",588.0,Lenovo,3.67,RajaRaja,5.0,2.0
630,VRECOR F5 Laptop 156'' IPS FHD Intel N5095 24/5G WiFi Computer Up to 29Ghz 4 Cores CPU 16GB DDR4 512GB SSD Notebook,399.9,VRECOR,5.0,VRECOR Official Store,21.0,19.0
631,[Refurbished] HP EliteBook 840 G3 | 14 inch  | Intel i5-6300U 6th Gen | 8GB Ram | 500GB HDD | 90 Day Warranty | FREE Laptop Bag + Wireless Mouse + Anti-Virus,299.0,HP,5.0,Computer House,15.0,1.0
637,[Brand New+Free Wifi6 Card] Dell OptiPlex 7020 SFF Tower Desktop|Intel i5-14500|512GB SSD|3Yrs Onsite,769.0,Dell,5.0,Ai PC,30.0,14.0
638,"ABEX LUMINA AX59 / i7-13620H / Slim & Lightweight 15"" FHD Laptop / 32GB RAM / 1TB SSD / SG Local Brand",899.0,ABEX,5.0,ABEX,7.0,3.0
640,"[Brand New+Free upgrade to 16GB]Lenovo ThinkPad E14 Gen 6 Laptop|14""FHD|Ultra 5/7 |512GB SSD|Win11 Pro| 3Yrs Onsite",1299.0,Lenovo ThinkPad,5.0,Ai PC,8.0,3.0
642,"[Brand New] Lenovo ThinkPad E14 Gen 5 Laptop|14"" FHD|i5-13420H/i7-1355U|512GB SSD|Win11Pro|3Yrs|Brand New",999.0,Lenovo ThinkPad,5.0,Ai PC,25.0,6.0
652,"Lenovo Yoga Slim 7 14Q8X9 | 83ED003KSB | 145"" 3K (2944x1840) OLED Touch | Snapdragon X Elite X1E | Integrated Qualcomm Adreno | 32GB RAM | 1TB SSD | Win11 Home | 2Y ADP + Premium Care",1899.0,Lenovo,5.0,ATRiX Aurora Computer,28.0,9.0
653,[2 Years ASUS Warranty] ASUS Zenbook 14 Duo 2025 Laptop/ASUS Ultra9-2185H 28K 120Hz Dual Touch Screen Laptop/ASUS Dual Screen Thin and Light Notebook/ASUS Zenbook 14/ASUS Lingyao 14 Duo/灵耀14 双屏,3598.0,ASUS,5.0,MOMO Technology,8.0,2.0
654,[Free $80 OFF Acerpure Voucher] [NEW AI PC][Intel Core Ultra 5][NVIDIA RTX 3050 Graphics] Acer Swift X |SFX14-72G-50QC/5293 145-Inch Laptop,1399.0,Acer,5.0,Acer,23.0,9.0
659,"Lenovo IdeaPad Slim 5 16IMH9 | 83DC001USB | 16"" 2K (2048x1280) OLED 400nits | Intel Core Ultra 7 155H | 16GB RAM | 1TB SSD | Win11 Home | 2Y Premium Care",1449.0,Lenovo,4.91,ATRiX Aurora Computer,322.0,97.0
661,"ASUS Vivobook S 14 Flip TN3402YA-LZ303W 14"" Laptop (AMD Ryzen 5 7430U | AMD Radeon Graphics | 8GB + 8GB/512GB)",999.0,ASUS,5.0,ASUS Official Store,17.0,2.0
667,"ABEX VORTIGA DG41 / i5-12600H / Slim & Lightweight 14"" FHD Laptop / 32GB RAM / 1TB SSD / SG Local Brand",699.0,ABEX,5.0,ABEX,5.0,1.0
672,[NEW AI Ready PC][Intel Core 5 120U] Acer Aspire 14 A14-51M-5712/511A 14-inch WUXGA IPS Laptop,749.0,Acer,4.58,Acer,236.0,48.0
673,"LENOVO T480 Thinkpad 14""display/ Intel Core i5 8th Gen/ 8GB RAM / 256GB SSD /WINDOWS 11 PRO /MS OFFICE(Refurbished)",345.0,Lenovo,5.0,Leeshan Trading,23.0,6.0
675,HP ELITEBOOK 840 G6 CORE I7 -8665U | Intel Core i7-8th Gen | 140-Inch FHD | 8GB RAM | 256GB SSD | Windows 11 Pro | MS office | 2 month warranty [Next day Deliver][NEW ARRIVAL-REFURBISHED],395.0,HP,5.0,Leeshan Trading,14.0,3.0
682,"HP Pavilion 16-AG0014AU | 16"" FHD+ (1920x1200) Touch Screen | AMD Ryzen 5 8540U | 16GB LPDDR5 | 512GB SSD | Win11 Home | 2Y HP Warranty",999.0,HP,4.93,ATRiX Aurora Computer,111.0,30.0
683,"Lenovo ThinkPad X380 Yoga i5 8th Gen 16GB 256GB SSD touchscreen with Stylus Windows 11 pro , Ms Office , Refurbished Ultrabook",420.0,Lenovo ThinkPad,5.0,UB18 Computers Pte Ltd,16.0,3.0
686,2024 Honor MagicBook X16 Ultrabook Laptop/Honor MagicBook X14 Laptop/HONOR MagicBook Laptop/13th Intel CPU| i5-13420H/i5-13500H HONOR Laptop/16inch IPS Screen/16GB RAM 1TB SSD Notebook/荣耀MagicBook X16,929.0,Honor,5.0,KK Technology,6.0,4.0
689,"ASUS Vivobook 14 | X1404ZA-EB610W | 140"" FHD (1920x10800 Wide View | Intel Core i7-1255U | 16GB DDR4 | 512GB SSD | Win11 Home | 2 Years ASUS Warranty",1099.0,ASUS,4.95,ATRiX Aurora Computer,98.0,41.0
691,"Apple 16-inch MacBook Pro: Apple M3 Max chip with 14‑core CPU and 30‑core GPU, 1TB SSD",5146.2,Apple,5.0,Apple Flagship Store,13.0,3.0
692,"Apple 16-inch MacBook Pro: Apple M2 Max chip with 12‑core CPU and 38‑core GPU, 1TB SSD",4999.0,Apple,5.0,Apple Flagship Store,33.0,6.0
693,"Apple 14-inch MacBook Pro: Apple M3 Max chip with 14‑core CPU and 30‑core GPU, 1TB SSD",4549.0,Apple,4.62,Apple Flagship Store,29.0,8.0
694,"Apple 16-inch MacBook Pro: Apple M3 Pro chip with 12‑core CPU and 18‑core GPU, 36GB, 512GB SSD",4232.2,Apple,3.67,Apple Flagship Store,22.0,6.0
695,2024 ASUS Zenbook 14 Duo Laptop/ASUS Dual touch screen/Ultra9-185H 28K 120Hz 16G|32G 1T|2T SSD/ASUS Zenbook Laptop/ASUS Laptop/2024华硕灵耀14双触摸屏笔记本电脑,3139.0,ASUS,5.0,DS Moblie Store,14.0,6.0
696,[New Model] [Intel®️ Core™️ i7-1355U Processor] Acer Aspire Go 15 AG15-51P-79HU Laptop 153-inch WUXGA Display,1099.0,Acer,4.76,Acer,182.0,46.0
697,2025 Honor MagicBook X16 Laptop/Honor MagicBook Laptop/Honor Laptop/13 Gen Intel Core i7-13620H/i5-13420H/16inch IPS Screen/荣耀笔记本 X16 2025 战斗版,989.0,Honor,5.0,KK Technology,6.0,2.0
699,"ASUS Vivobook 16X | K3605ZF-MB474W | 16"" FHD+ Anti-Glare, 300nits | Intel Core i5-12500H | NVIDIA GeForce RTX 2050 | 16GB DDR4 | 1TB SSD | Win11 Home | 2Y ASUS Warranty",999.0,ASUS,5.0,ATRiX Aurora Computer,34.0,14.0
706,"[Refurbished] HP ELITEBOOK 840 G6 | Intel Core i7-8650 8th Gen | 8GB Ram | 256GB SSD | 14"" Screen FHD | Intel HD Graphics 620 | WIN 10 PRO | 3 - Month Warranty",399.0,HP,5.0,Computer House,10.0,1.0
711,[i5+Free 16GB + Free Wifi 6 ]HP ProDesk 400 G9 SFF Desktop|Intel Core i5-13500|16/24/32GB RAM|512GB SSD|3YR Warranty,749.0,HP,5.0,Ai PC,5.0,4.0
719,10Q Computer High-End Sales! Lenovo ThinkPad X1 Carbon Gen 6 2018 i7-8th Gen Processor! Ultra Light Weight and Powerful Laptop,799.0,Lenovo,5.0,10Q COMPUTER,5.0,4.0
722,"HP Laptop 15-fd0034TX | 156"" diagonal, FHD (1920 x 1080), IPS | Intel Core i5-1334U | NVIDIA GeForce MX570A | 8GB RAM | 512GB SSD | Win11 Home | 2Y Onsite",819.0,HP,4.96,ATRiX Aurora Computer,156.0,55.0
725,HP Laptop 14-ep0192TU | 140 FHD Antiglare IPS 250nits | Intel Core i5-1335U | 8GB DDR4 | 512GB SSD | Win11 Home | 1Y HP Warranty,778.0,HP,5.0,ATRiX Aurora Computer,24.0,6.0
726,"[Next day delivery] LENOVO T460S: Thinkpad 14"" FHD display/ Intel Core i7 6th Gen/ 8GB RAM / 256GB SSD /WINDOWS 10 PRO /MS office(Refurbished)",659.0,Lenovo,4.91,Leeshan Trading,65.0,23.0
732,Honor MagicBook Art 14 AI Laptop/Honor MagicBook Laptop/Honor Touch Screen Laptop /Honor Laptop Ultra 7 155H/Ultra5 125H CPU Notebook /146inch 31K 120Hz OLED Screen/32G 1T Intel® Arc™ graphics/荣耀MagicBook Art 14,1730.0,Honor,5.0,KK Technology,19.0,8.0
737,"DELL Inspiron 5440 Laptop | 14"" FHD+ (1920x1200) 60Hz | Intel Core 5 120U | Intel Graphics | 16GB RAM | 1TB SSD | Win11 Home | 2Y Premium Suppor",1299.0,Dell,5.0,ATRiX Aurora Computer,84.0,29.0
738,"Lenovo IdeaPad Slim 5 16IMH9 | 83DC003SSB | 16"" 2K (2048x1280) OLED 400nits | Intel Core Ultra 7 155H | 32GB RAM | 1TB SSD | Win11 Home | 2Y Premium Care",1499.0,Lenovo,5.0,ATRiX Aurora Computer,65.0,23.0
740,2024 Lenovo Xiaoxin Pro 16 Laptop/Lenovo Xiaoxin Laptop/Lenovo Laptop/Lenovo AMD R7 8845H/32GB 1TB SSD Notebook/16'' 25K 120Hz Screen Laptop/Lenovo Computer Notebook PC/联想小新Pro 16/联想笔记本,1220.0,Lenovo,5.0,KK Technology,12.0,6.0
744,2024 ASUS Adolbook 14 Air Laptop/ASUS Adolbook 14 Laptop /ASUS A Bean 14 Air Laptop/ASUS Adolbook Laptop/ASUS A Bean Laptops/ASUS Laptops/华硕a豆14,978.0,ASUS,5.0,KK Technology,16.0,7.0
746,Lenovo ThinkBook 14 2024 Laptops/Lenovo ThinkBook 16 Laptops/Lenovo Laptop/Lenovo Notebook Computer/联想笔记本/联想ThinkBook 14/16/Lenovo ThinkPad 14 Ryzen R5 8645H/R7 8845H 16G RAM 1T SSD/14inch 28K 120Hz Screen Notebook Slim PC/lenovo laptops,1107.0,Lenovo,5.0,DS Moblie Store,6.0,2.0
748,"Same day delivery New model  10th Gen HP  Notebook Choose 156"" display Choose i5-1035G1/i3-1005G1  8GB RAM 500/480 GB SSD +HDD option Win 11 Home Natural Silver Win11, 1 year warranty,",588.0,HP,5.0,RajaRaja,5.0,1.0
751,"2024 Lenovo ThinkBook 14+ Laptop/Lenovo Laptop/Lenovo ThinkBook Laptop/Lenovo Intel Core Ultra7 155H/Ultra5 125H Laptop/145"" 3K 120Hz Screen Computer Notebook/联想ThinkBook笔记本/联想笔记本",1145.0,Lenovo,5.0,KK Technology,8.0,3.0
752,"Brand New Seald Microsoft Surface Laptop 3 135"" Touchscreen Laptop 2K (2256 X 1504 ) Resolution (Intel Core i5/8GB RAM/256GB SSD/Windows 10 Home) Matte Black - Slim Light Weight  [ Ready Stock ] Original Price $1888 Now Offer",998.0,Microsoft,5.0,Bismi Info Tech & Trading,5.0,2.0
754,"Lenovo IdeaPad Slim 3 16IRU9 | 83E70037SB | 16"" FHD+ (1920x1200) IPS 300nits Anti-glare | Intel Core 7 150U | Intel Graphics | 16GB RAM | 1TB SSD | Win11 Home | 1Y Premium Care",1099.0,Lenovo,5.0,ATRiX Aurora Computer,5.0,3.0
755,DS Moblie Store 100% Original 13th gen Intel lenovo xiaoxin 16 2023 /xiaoxin 14 Lenovo laptop 16+1TB,1160.0,Lenovo,5.0,DS Moblie Store,6.0,4.0
756,2024 RedmiBook Pro 16 Laptop/RedmiBook Laptop/Xiaomi Laptop/Mi Laptop/Redmi Intel Core Ultra5 125H/Ultra7 155H/32GB RAM 1TB SSD Notebook/16inch 31K 165Hz LCD Screen Notebook/RedmiBook Computer Notebook PC/红米RedmiBook Pro 16 2024,1349.0,Xiaomi,5.0,KK Technology,6.0,3.0
758,"Lenovo IdeaPad Slim 5 14IMH9 | 83DA004CSB | 14"" FHD+ (1920x1200) OLED 400nits | Intel Core Ultra 7 155H | Intel Arc Graphics | 16GB RAM | 1TB SSD | Win11 Home | Y Premium Care",1449.0,Lenovo,4.88,ATRiX Aurora Computer,81.0,24.0
761,[2 Year ASUS SG Warranty]2025 ASUS Zenbook 14 Duo Dual Touch Screen Laptop/ASUS Lingyao 14 Duo Laptop/Ultra Thin and Light ASUS Laptop/ASUS Ultra9-285H 28K 120Hz Dual Screen Notebook/华硕灵耀14 双屏,3598.0,ASUS,5.0,Violetech,8.0,4.0
762,2024 Lenovo YOGA Pro 16s AI Laptop/Lenovo YOGA Laptop/Lenovo Laptop/Lenovo Intel Ultra 9 185H RTX 4060 CPU|16 inch 165Hz 32K Touch Screen Computer Notebook/联想YOGA Pro 16s AI元启,3158.0,Lenovo,5.0,KK Technology,13.0,4.0
765,"[Max 64GB ram] ThinkPad X1 Carbon Gen12 Laptop|14""FHD+|Ultra 7 155U|32GB+1TB|Win11Pro|3 Yr Warranty|108kg| Brand New",2599.0,Lenovo ThinkPad,5.0,Ai PC,6.0,1.0
767,"Lenovo Yoga Slim 7 14IMH9 | 83CV003SSB | 14"" FHD+ (1920x1200) OLED 400nits | Intel Core Ultra 5 125H | Intel Arc Graphics | 16GB RAM | 512GB SSD | Win11 Home | 2Y Premium Care",1399.0,Lenovo,5.0,ATRiX Aurora Computer,5.0,1.0
769,Honor Laptop X16 Plus 2025 Laptop/Honor Laptop X14 Plus 2025 Laptop/Honor X Plus laptop/Honor laptop/Honor X16 Plus/Honor X14 Plus laptop/Intel Core5-220H CPU/Intel® Graphics/荣耀笔记本X Plus 2025,1298.0,Honor,5.0,KK Technology,6.0,2.0
771,FUJITSU LIFEBOOK UH574/INTEL CORE I7 4TH GEN /8GB RAM/240GB SSD/WINDOWS 10 PRO,520.0,Fujitsu,5.0,Universal Computer Services,8.0,2.0
772,"New Model  HP 14-dk1032wm 14 inch FHD Laptop Ryzen 3 3250C 26GHz AMD Radeon Graphics 8GB RAM 128GB SSD Windows 11 Home in S Mode Silverr  In-build Webcam   1 year warranty,cosmetic clearance",788.0,HP,4.0,RajaRaja,7.0,2.0
775,Lenovo X1 Yoga Gen 4! Best 2-in-1 for Business and Students! Powerful but Light Weight! Comes with Digital Pen,599.0,Lenovo,5.0,10Q COMPUTER,9.0,1.0
781,Huawei MateBook D16 12th Gen |16 inches IPS (1920x1200) 300 nits | Intel Core i5-12450H | Intel UHD Graphics | 16GB RAM | 512GB SSD | Win11 home | 1Y Warranty,1499.0,Huawei,4.95,ATRiX Aurora Computer,90.0,37.0
782,"Same day delivery New model 11th Gen 156 inch  Choose i5-1135G7 or i3-1115G4  8GB RAM Choose 512 SSD or 256GB SSD Win 11 Home, color  Silver ,1 year seller warranty ,open box Cosmetic Clearance ,wireless mouse and bag",688.0,HP,5.0,RajaRaja,8.0,4.0
788,2024 Lenovo Laptop|Lenovo Xiaoxin Pro 16 Ultrabook|Lenovo Xiaoxin Pro 14 Slim Laptop |AMD Ryzen 7 8845H Radeon 780M CPU|32GB RAM 1TB SSD Computer Notebook| 16inch 25K 120Hz OLED Office Notebook|Lenovo Al Notebook| Xiaoxin Notebook PC,1172.0,Lenovo,5.0,MOMO Technology,6.0,4.0
789,New HUAWEI MateBook GT 14 Laptop/HUAWEI Ultra5 125H/Ultra 7 155H/Ultra 9 185H Laptop/HUAWEI Laptop/142inchTouchscreen Notebook/28K 144HZ OLED Screen/32GB RAM 1TB SSD/华为MateBook GT 14/华为笔记本电脑,1910.0,Huawei,5.0,Lily Happy,6.0,3.0
792,"Lenovo IdeaPad Slim 5 14IMH9 | 83DA004CSB | 14"" FHD+ (1920x1200) OLED 400nits | Intel Core Ultra 7 155H | Intel Arc Graphics | 16GB RAM | 1TB SSD | Win11 Home | 2Y Premium Care",1449.0,Lenovo,4.94,Lenovo Authorised Store,62.0,17.0
796,"ASUS Vivobook S 14 OLED | S5406SA-QD149W | 14"" Full HD (1920x1200) OLED | Intel Core Ultra 7 258V | Intel Arc Graphics | 32GB RAM | 1TB SSD | Win11 Home | 2 Years ASUS Warranty",2199.0,ASUS,4.96,ATRiX Aurora Computer,326.0,107.0
807,"LENOVO T460S: (TOUCH SCREEN) ThinkPad 14"" FHD display/ Intel Core i5 6th Gen/ 8GB RAM / 256GB SSD /WIN 11 PRO /MS office",265.0,Lenovo ThinkPad,5.0,WORLDWIDE COMPUTER SERVICES PTE LTD,7.0,3.0
809,2025 Lenovo Thinkbook 14 Laptop Gen7 AMD Ryzen 5 Windows 11 Pro 16GB DDR4 512GB SSD,1168.0,Lenovo,5.0,ITRADING & HOSTHIX PTE. LTD,35.0,21.0
810,"[i7+16GB] Lenovo ThinkPad E14 Gen 4 Laptop | 14"" FHD | i7-1255U | 512GB SSD | Win11 Pro | 3 Years",999.0,Lenovo ThinkPad,5.0,Ai PC,6.0,1.0
811,[Free $80 OFF Acerpure Voucher] [AI PC] [Intel Core Ultra 7] Acer Swift Go 16 | SFG16-72-79PL/71WS 16-Inch WQXGA+ OLED 120Hz Display Laptop,1399.0,Acer,4.56,Acer,29.0,9.0
813,2024 New Original HUAWEI MateBook 14 Laptop|FLMH-32 Model|HUAWEI MateBook Laptop|Intel Core Ultra5 125H|Ultra7 155H Notebook Computer|28K OLED Touch Handwriting Screen Notebook|142 Inch|HUAWEI Laptop|华为笔记本电脑|MateBook 14,1375.46,Huawei,5.0,MOMO Technology,11.0,6.0
814,"DELL 5640 Inspiron 16 Laptop | 16"" FHD+ (1920x1200) Anti-Glare | Intel Core 7 150U | NVIDIA GeForce MX570A  | 16GB RAM | 1TB SSD | Win11 Home | 2Y Premium Support",1499.0,Dell,5.0,ATRiX Aurora Computer,64.0,27.0
821,"2024 Lenovo ThinkBook 16+ Laptop/Lenovo Laptop/ThinkPadThinkBook 16+ Notebook/Lenovo Intel Core Ultra7 155H/Ultra5 125H Laptop/16"" 25K 120Hz Screen Computer Notebook/联想ThinkBook笔记本/联想笔记本",1194.0,Lenovo,5.0,KK Technology,7.0,3.0
831,2024 Lenovo ThinkBook 16p Laptop/16Inch Lenovo ThinkPad/ i9-14900HX/i7-14650HX RTX4060 32K 165Hz Screen Notebook/联想ThinkBook 16p,2281.44,Lenovo,5.0,Lily Happy,6.0,2.0
836,"Apple 16-inch MacBook Pro: Apple M3 Max chip with 16‑core CPU and 40‑core GPU, 1TB SSD",5849.0,Apple,5.0,Apple Flagship Store,13.0,1.0
839,"Lenovo Yoga Slim 7 15ILL9 | 83HM000RSB | 153"" 28K (2880x1800) IPS 500nits Touch | Intel Core Ultra 7 258V | Intel Arc Graphics | 32GB RAM | 1TB SSD | Win11 Home | 2Y ADP + Premium care",2449.0,Lenovo,5.0,ATRiX Aurora Computer,120.0,43.0
840,Dell XPS 13 Laptop/DELL XPS13 9345 Laptop/DELL AI Laptop/Snapdragon® X Plus Laptop/Qualcomm® Adreno™ GPU/16GB LPDDR5X 1TB SSD/134Inch OLED Touch Screen/Dell AI PC/戴尔 XPS 13 笔记本,2799.0,Dell,5.0,KK Technology,6.0,2.0
845,Dell Latitude 7300  i7-8th Gen 8GB RAM  256GB  SSD   Windows 10 Pro,345.0,Dell,5.0,Tech to Next Generation,9.0,3.0
852,[NEW AI PC][Intel® Core™ Ultra 9 processor 185H] Acer Swift Go 14 | SFG14-73-95HY/99XU 14-Inch 28k OLED Display Laptop | 16/32GB RAM,1599.0,Acer,5.0,Acer,11.0,3.0
854,2024 ASUS Zenbook 14 Duo Laptop|UX8406M|ASUS Zenbook14 Dual Screen Laptop|ASUS Lingyao 14 Notebook Computer| Core Ultra9 185H/Ultra9 285H|14inch 28K 120Hz Dual Touch Screen Notebook| 32G 1TB |灵耀14 双屏 Computer PC,2970.0,ASUS,5.0,MOMO Technology,11.0,6.0
857,"HP ELITEBOOK 840 G7 I7-10610U 10th Gen14"" FHD IPS, 16GB Ram 1TB SSD, Wifi 6, Bluetooth 50, Win 11 Pro, MS Office 2021 [Next Day Delivery] [Refurbished]",595.0,HP,5.0,Leeshan Trading,7.0,1.0
863,Lenovo Thinkpad X1 Carbon 4th Gen / i7-6600U / 8GB RAM / 256GB SSD / Windows 10 Pro [Refurbished],650.0,Lenovo ThinkPad,5.0,Universal Computer Services,13.0,3.0
865,ASUS Zenbook 14 Air Laptop/Ultra 7 258V Ultra 5 226V 14 Inches 28K 120Hz OLED ASUS Zenbook S14  Laptop /ASUS Lingyao Laptop/ASUS Laptop华硕灵耀14Air,1802.26,ASUS,5.0,Mei Li Happy,8.0,3.0
868,ASUS Expertbook Pro 16/ASUS Expertbook  Pro 14 Laptop/ASUS Expertbook Laptop/ASUS Expertbook Laptop/ASUS Laptop/Expertbook Pro 14 Ultra5-125H 32G 1TB SSD Notebook/华硕破晓Pro14 /破晓Pro16/华硕笔记本,1280.0,ASUS,5.0,KK Technology,11.0,4.0
869,2025 Lenovo Xiaoxin Air15 Laptop/Lenovo Xiaoxin Laptop/Lenovo Xiaoxin Air13 Laptop/AMD R7 7735H/Lenovo Computer Notebook PC/联想小新Air15/Air13 联想笔记本,1225.0,Lenovo,5.0,KK Technology,6.0,2.0
870,"Dell XPS 9350 Laptop | 134"" FHD+ (1920x1200) Anti-Glare | Intel Core Ultra 7 processor 256V | 16GB RAM | 1TB SSD | Win11 Home | 1Y Premium Support",2699.0,Dell,4.89,ATRiX Aurora Computer,21.0,6.0
871,ASUS Zenbook 14 Duo 2025 Laptop/ASUS Dual Screen Laptop/ASUS Lingyao 14 Duo Laptop/ASUS Zenbook Laptop/ASUS AI Laptop/Ultra9-285H 28K 120Hz OLED Dual Touch Screen/华硕灵耀14 双屏2025,3598.0,ASUS,5.0,KK Technology,6.0,2.0
873,2024 ASUS ProArt 16 Al Laptop/ASUS ProArt P16/ASUS Laptop/ASUS ProArt Laptop/AMD Ryzen AI 9 HX370 RTX4060|RTX4070 16inch 4K OLED TouchScreen/华硕创16,3329.0,ASUS,4.0,DS Moblie Store,5.0,4.0
875,"Lenovo IdeaPad Pro 5 14IMH9 | 83D2000ASB | 14"" 28K (2880x1800) OLED 400nits | Intel Core Ultra 9 185H | Intel Arc Graphics | 32GB RAM | 1TB SSD |  Win11 Home | 2Y Premium Care",1799.0,Lenovo,4.8,Lenovo Authorised Store,25.0,5.0
876,"Dell XPS 9350 Laptop | 134"" 3K OLED (2880x1800) TouchScreen | Intel Core Ultra 7 processor 258V | 32GB RAM | 1TB SSD | Win11 Home | 1Y Premium Support",3299.0,Dell,5.0,ATRiX Aurora Computer,49.0,19.0
877,2024 ASUS Zenbook 14 Laptop/ASUS Zenbook Laptop/ASUS Lingyao 14/14inch 28K 120Hz OLED Screen ASUS Laptop /ASUS Intel Core Ultra7 CPU Laptop/100% DCI-P3/华硕灵耀14/华硕笔记本电脑Original ASUS Laptop ASUS  Warranty,1247.0,ASUS,5.0,Laaaaa Store,21.0,5.0
878,"ASUS TUF Gaming F15 | FX507ZC4-HN208W | 156"" FHD 1920x1080 144Hz Display | Intel Core i5-12500H | NVIDIA GeForce RTX 3050 | 16GB DDR4 | 1TB SSD | Win11 Home | 2 Years ASUS Warranty",1399.0,ASUS,4.0,ATRiX Aurora Computer,5.0,1.0
880,Dell Latitude 3400 core i5 8th gen 8/128GB Win 10 Pro MS Office Pre loaded Refurbished,270.0,Dell,5.0,ak,5.0,1.0
881,[EzoneSG] LENOVO THINKPAD T440 or T450 (Refurbished) | 8GB RAM | 256 GB SSD | 14 inch Display Screen | Windows 10 | Ms office,329.0,Lenovo,5.0,Ezone.SG,5.0,1.0
